,tc_code,domain,kingdom_phylum,des_short,des_long,dir,tcat,cot,rev,chebi,bigg,rid,rstrings
3812,2.A.7.3.22,Bacteria,Pseudomonadota,YedA transporter of 306 aas and 10 TMSs,YedA transporter of 306 aas and 10 TMSs.  Probably exports amino acids and/or other metabolites (Zakataeva et al. 2006). Mutation of the yedA gene protects the cells against toxic levels of methionine (Radi et al. 2022).,{'uptake'},,,,"{'6829': 'methionine', '2642': 'alpha-amino acid'}","{'6829': {'met__L', 'met__D'}, '2642': set()}",R_2_A_7_3_22,"{'6829': set(), '2642': set()}"
3813,2.A.7.3.23,Bacteria,Pseudomonadota,Uncharacterized transporter BU281,Uncharacterized transporter BU281,{'uptake'},,,,{},{},R_2_A_7_3_23,{}
3814,2.A.7.3.24,Bacteria,Bacillota,Uncharacterized transporter YdeK,Uncharacterized transporter YdeK,{'uptake'},,,,{},{},R_2_A_7_3_24,{}
3815,2.A.7.3.25,Bacteria,Pseudomonadota,Protein PagO,Protein PagO,{'uptake'},,,,{},{},R_2_A_7_3_25,{}
3816,2.A.7.3.26,Bacteria,Pseudomonadota,"Cystine exporter, YijE, of 301 aas and 10 TMSs (Yamamoto et al","Cystine exporter, YijE, of 301 aas and 10 TMSs (Yamamoto et al. 2015).",{'secretion'},,,,{'4052': 'cystine'},{'4052': {'cysi__L'}},R_2_A_7_3_26,{'4052': set()}
3817,2.A.7.3.27,Bacteria,Pseudomonadota,Uncharacterized transporter BUsg_270,Uncharacterized transporter BUsg_270,{'uptake'},,,,{},{},R_2_A_7_3_27,{}
3818,2.A.7.3.29,Bacteria,Bacillota,Uncharacterized transporter YoaV,Uncharacterized transporter YoaV,{'uptake'},,,,{},{},R_2_A_7_3_29,{}
3819,2.A.7.3.30,Bacteria,Pseudomonadota,Uncharacterized transporter HI_0976.1,Uncharacterized transporter HI_0976.1,{'uptake'},,,,{},{},R_2_A_7_3_30,{}
3820,2.A.7.3.31,Bacteria,Bacillota,Uncharacterized transporter ydeD,Uncharacterized transporter ydeD,{'uptake'},,,,{},{},R_2_A_7_3_31,{}
3821,2.A.7.3.32,Bacteria,Bacillota,Uncharacterized transporter YdfC,Uncharacterized transporter YdfC,{'uptake'},,,,{},{},R_2_A_7_3_32,{}
3822,2.A.7.3.33,Bacteria,Actinomycetota,DME family member,DME family member,{'uptake'},,,,{},{},R_2_A_7_3_33,{}
3823,2.A.7.3.34,Bacteria,Actinomycetota,DME family member,DME family member,{'uptake'},,,,{},{},R_2_A_7_3_34,{}
3824,2.A.7.3.35,Bacteria,Bacillota,Uncharacterized transporter YetK,Uncharacterized transporter YetK,{'uptake'},,,,{},{},R_2_A_7_3_35,{}
3825,2.A.7.3.37,Bacteria,Pseudomonadota,"The DUF6 domain transporter homologue, TrH3 (299 aas; 10 TMSs in a 2 + 8 arrangement)","The DUF6 domain transporter homologue, TrH3 (299 aas; 10 TMSs in a 2 + 8 arrangement)",{'uptake'},,,,{},{},R_2_A_7_3_37,{}
3826,2.A.7.3.38,Bacteria,Bacillota,Uncharacterized transporter YrdR,Uncharacterized transporter YrdR,{'uptake'},,,,{},{},R_2_A_7_3_38,{}
3827,2.A.7.3.39,Bacteria,Actinomycetota,Putative transporter,Putative transporter,{'uptake'},,,,{'9532': 'thiamine(1+) diphosphate'},{'9532': {'thmpp'}},R_2_A_7_3_39,{'9532': set()}
3828,2.A.7.3.40,Bacteria,Myxococcota,Putative transporter,Putative transporter,{'uptake'},,,,{'9532': 'thiamine(1+) diphosphate'},{'9532': {'thmpp'}},R_2_A_7_3_40,{'9532': set()}
3829,2.A.7.3.41,Bacteria,Actinomycetota,"Hypothetical protein, HP","Hypothetical protein, HP",{'uptake'},,,,{},{},R_2_A_7_3_41,{}
3830,2.A.7.3.42,Bacteria,Bacillota,"Putative riboflavin porter, ImpX","Putative riboflavin porter, ImpX. Regulated by FMN riboswitch (Vitreschak et al. 2002)",{'uptake'},,,,{'8843': 'riboflavin'},{'8843': {'ribflv'}},R_2_A_7_3_42,{'8843': set()}
3831,2.A.7.3.43,Bacteria,Actinomycetota,Uncharacterized transporter,Uncharacterized transporter,{'uptake'},,,,{},{},R_2_A_7_3_43,{}
3832,2.A.7.3.45,Bacteria,Planctomycetota,Hypothetical protein of 363 aas and 10 TMSs,Hypothetical protein of 363 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_45,{}
3833,2.A.7.3.46,Bacteria,Planctomycetota,Hypothetical protein,Hypothetical protein,{'uptake'},,,,{},{},R_2_A_7_3_46,{}
3834,2.A.7.3.48,Bacteria,Actinomycetota,"Multidrug resistance pump, EmrE","Multidrug resistance pump, EmrE",{'secretion'},,,,{'23888': 'drug'},{'23888': set()},R_2_A_7_3_48,{'23888': set()}
3835,2.A.7.3.49,Bacteria,Actinomycetota,Peptidase S8 & S53 Subtilisin/kexin/sedolisin,Peptidase S8 & S53 Subtilisin/kexin/sedolisin.  Has an N-terminal 10 (or 11) TMSs followed by a large hydrophilic domain that includes the protease domain.,{'uptake'},,,,{'7990': 'peptide'},{'7990': set()},R_2_A_7_3_49,{'7990': set()}
3836,2.A.7.3.52,Bacteria,Deinococcota,Putative permease of 277 aas,Putative permease of 277 aas,{'uptake'},,,,{},{},R_2_A_7_3_52,{}
3837,2.A.7.3.54,Bacteria,Pseudomonadota,"Riboflavin uptake transporter, RibN of 302 aas and 10 putative TMSs (García Angulo et al","Riboflavin uptake transporter, RibN of 302 aas and 10 putative TMSs (García Angulo et al. 2013).",{'uptake'},,,,{'8843': 'riboflavin'},{'8843': {'ribflv'}},R_2_A_7_3_54,{'8843': set()}
3838,2.A.7.3.55,Bacteria,Pseudomonadota,"Riboflavin transporter, RibN, of 284 aas and 8 putative TMSs (García Angulo et al","Riboflavin transporter, RibN, of 284 aas and 8 putative TMSs (García Angulo et al. 2013).",{'uptake'},,,,{'8843': 'riboflavin'},{'8843': {'ribflv'}},R_2_A_7_3_55,{'8843': set()}
3839,2.A.7.3.56,Bacteria,Pseudomonadota,"Riboflavin uptake porter, RibN, of 284 aas and 10 TMSs (García Angulo et al","Riboflavin uptake porter, RibN, of 284 aas and 10 TMSs (García Angulo et al. 2013).",{'uptake'},,,,{'8843': 'riboflavin'},{'8843': {'ribflv'}},R_2_A_7_3_56,{'8843': set()}
3840,2.A.7.3.57,Bacteria,Bacteroidota,Putative permease of 299 aas and 10 TMSs,Putative permease of 299 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_57,{}
3841,2.A.7.3.58,Bacteria,Cyanobacteriota,"Possible transporter of polar amino acids including glutamate, glutamine and aspartate, DmeA","Possible transporter of polar amino acids including glutamate, glutamine and aspartate, DmeA. It complements a sepJ mutation in Anabaena (TC# 2.A.7.23.2), and SepJ complements a dmeA mutation. Alternatively, and less likely, it could be an
activator of an ABC transporter catalyzing uptake of these amino 
acids (Escudero et al. 2015).",{'uptake'},,,,"{'29987': 'glutamate(2-)', '29995': 'aspartate(2-)', '5432': 'glutamine'}","{'29987': {'glu__L', 'glu__D'}, '29995': {'asp__D', 'asp__L'}, '5432': {'gln__L'}}",R_2_A_7_3_58,"{'29987': set(), '29995': set(), '5432': set()}"
3842,2.A.7.3.59,Bacteria,Spirochaetota,Uncharacterized protein of 347 aas and 10 TMSs,Uncharacterized protein of 347 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_59,{}
3843,2.A.7.3.60,Bacteria,Pseudomonadota,Uncharacterized protein of 306 aas and 10 TMSs.,Uncharacterized protein of 306 aas and 10 TMSs.,{'uptake'},,,,{},{},R_2_A_7_3_60,{}
3844,2.A.7.3.61,Bacteria,Pseudomonadota,"Putative transporter, YigM, of 299 aas and 10 TMSs.","Putative transporter, YigM, of 299 aas and 10 TMSs.",{'uptake'},,,,{},{},R_2_A_7_3_61,{}
3845,2.A.7.3.62,Bacteria,Bdellovibrionota,Uncharacterized DMT porter of 332 aas and 10 TMSs,Uncharacterized DMT porter of 332 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_62,{}
3846,2.A.7.3.63,Bacteria,Pseudomonadota,DMT family transporter of 352 aas and 10 TMSs,DMT family transporter of 352 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_63,{}
3847,2.A.7.3.64,Bacteria,Bdellovibrionota,Uncharacterized protein of 304 aas and 10 TMSs,Uncharacterized protein of 304 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_64,{}
3848,2.A.7.3.65,Bacteria,Bdellovibrionota,"Riboflavin (vitamin B2) uptake porter, ImpX, of 301 aas and 10 TMSs","Riboflavin (vitamin B2) uptake porter, ImpX, of 301 aas and 10 TMSs. the Khalf for riboflavin uptake was 20 µM. Transport experiments suggested that the energy source is the proton motive force (Rodionova et al. 2019).",{'uptake'},,,,{'8843': 'riboflavin'},{'8843': {'ribflv'}},R_2_A_7_3_65,{'8843': set()}
3849,2.A.7.3.66,,Pseudomonadota,"Amino acid and toxic analogue exporter, YddG of 298 aas and 10 establsihed TMSs","Amino acid and toxic analogue exporter, YddG of 298 aas and 10 establsihed TMSs.  The 3-d x-ray structures (PD# 5I20) of this protein and a homologue (TC# 
3.A.7.17.2) have been determined at 2.4 Å resolution, showing the 
outward facing conformation of a basket shaped structure with a central 
substrate binding cavity (Tsuchiya et al. 2016).",{'secretion'},,,,{'2642': 'alpha-amino acid'},{'2642': set()},R_2_A_7_3_66,{'2642': set()}
3850,2.A.7.3.67,Bacteria,Pseudomonadota,PecM (YedA) of 294 aas and 10 TMSs,PecM (YedA) of 294 aas and 10 TMSs.  Promotes invasion and intracellular survival of enteropathogenic E. coli (EPEC) cells (Burska and Fletcher 2014).,{'uptake'},,,,{'2642': 'alpha-amino acid'},{'2642': set()},R_2_A_7_3_67,{'2642': set()}
3851,2.A.7.3.68,Bacteria,Pseudomonadota,Uncharacterized protein of 303 aas and 10 TMSs,Uncharacterized protein of 303 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_68,{}
3852,2.A.7.3.69,Bacteria,Pseudomonadota,Uncharacterized protein of 279 aas and 9 TMSs,Uncharacterized protein of 279 aas and 9 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_69,{}
3853,2.A.7.3.70,Bacteria,Planctomycetota,10 TMS DMT superfamily member,10 TMS DMT superfamily member,{'uptake'},,,,{},{},R_2_A_7_3_70,{}
3854,2.A.7.3.71,Bacteria,Fusobacteriota,"Riboflavin uptake transporter of 299 aas and 10 TMSs, ImpX (Gutiérrez-Preciado et al","Riboflavin uptake transporter of 299 aas and 10 TMSs, ImpX (Gutiérrez-Preciado et al. 2015).",{'uptake'},,,,{'8843': 'riboflavin'},{'8843': {'ribflv'}},R_2_A_7_3_71,{'8843': set()}
3855,2.A.7.3.72,Bacteria,Candidatus Beckwithbacteria,Uncharacterized DMT superfamily protein of 277 aas and 10 TMSs,Uncharacterized DMT superfamily protein of 277 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_72,{}
3856,2.A.7.3.73,Bacteria,Candidatus Beckwithbacteria,Uncharacterized protein of 290 aas and 10 TMSs.,Uncharacterized protein of 290 aas and 10 TMSs.,{'uptake'},,,,{},{},R_2_A_7_3_73,{}
3857,2.A.7.3.74,Bacteria,Bacillota,"The putative tryptophan efflux protein, YcbK","The putative tryptophan efflux protein, YcbK",{'secretion'},,,,{},{},R_2_A_7_3_74,{}
3858,2.A.7.3.75,Bacteria,Cyanobacteriota,"SepJ, a novel composite protein of 751 aas needed for cellular filament integrity, proper heterocyst development and N2 fixation","SepJ, a novel composite protein of 751 aas needed for cellular filament integrity, proper heterocyst development and N2 fixation. It has a C-terminal DME family domain (Flores et al., 2007). Mullineaux et al. (2008) have proposed that this protein (SepJ; FraG) may be a channel-forming protein for transfer of metabolites between cells.  However, it may instead be a polar amino acid transporter since DmeA of Synecococcus (TC# 2.A.7.3.58) complements a defect in SepJ (E. Flores, unpubished observations).",{'uptake'},,,,{},{},R_2_A_7_3_75,{}
3859,2.A.7.3.76,Bacteria,Pseudomonadota,Uncharacterized DMT family protein of 297 aas and 10 TMSs,Uncharacterized DMT family protein of 297 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_76,{}
3860,2.A.7.3.77,Bacteria,Pseudomonadota,Uncharacterized DMT member of 341 aas and 10 TMSs.,Uncharacterized DMT member of 341 aas and 10 TMSs.,{'uptake'},,,,{},{},R_2_A_7_3_77,{}
3861,2.A.7.3.78,Bacteria,Pseudomonadota,Uncharacterized protein of 303 aas and 10 TMSs.,Uncharacterized protein of 303 aas and 10 TMSs.,{'uptake'},,,,{},{},R_2_A_7_3_78,{}
3862,2.A.7.3.79,Bacteria,Bacillota,Uncharacterized putative DMT family protein of 313 aas and 10 TMSs,Uncharacterized putative DMT family protein of 313 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_79,{}
3863,2.A.7.3.80,Bacteria,Pseudomonadota,"Co2+/Ni2+ efflux porter of 351 aas and 10 TMSs, CnrT","Co2+/Ni2+ efflux porter of 351 aas and 10 TMSs, CnrT. 74% identical to TC# 2.A.7.3.63, anonther protein of the DMT superfamily of unknown function (Nies 2003).",{'secretion'},,,,"{'48828': 'cobalt(2+)', '25517': 'nickel(2+)'}","{'48828': {'cobalt2'}, '25517': {'ni2'}}",R_2_A_7_3_80,"{'48828': set(), '25517': set()}"
3864,2.A.7.3.81,Bacteria,Cyanobacteriota,"SepJ of 751 aas and 10 C-terminal domains with an N-terminal SMC (structural maintenance of chromosomes) domain and a central DUF4775 domain, before the 10 TMS DMT domain","SepJ of 751 aas and 10 C-terminal domains with an N-terminal SMC (structural maintenance of chromosomes) domain and a central DUF4775 domain, before the 10 TMS DMT domain.  It may transport asp, glu and gln, or it may activate an ABC-type transporter of this specificity (Escudero et al. 2015). It may be a part of the cyanobacterial intercellular septum together with FraC (P46078) and FraD (P46079).",{'uptake'},,,,{},{},R_2_A_7_3_81,{}
3865,2.A.7.3.82,Bacteria,Bdellovibrionota,"Riboflavin (RF) uptake porter, ImpX, of 302 aas and 10 TMSs","Riboflavin (RF) uptake porter, ImpX, of 302 aas and 10 TMSs.  Functional complementation, growth inhibition experiments, direct uptake
 experiments and inhibition studies, suggesting a high degree of 
specificity for RF uptake (Rodionova et al. 2019). The EC50 for growth with RF was estimated to 
be in the range 0.5-1 µM, estimated from the half-maximal RF 
concentration supporting the growth of a RF auxotrophic Escherichia coli strain, but the Khalf for RF uptake was 20 µM. Transport experiments 
suggested that the energy source is the proton motive force, but that 
NaCl stimulates uptake (Rodionova et al. 2019).",{'uptake'},,,,{},{},R_2_A_7_3_82,{}
3866,2.A.7.3.84,Bacteria,,DMT family metabolite transporter of 311 aas and 10 TMSs.,DMT family metabolite transporter of 311 aas and 10 TMSs.,{'uptake'},,,,{},{},R_2_A_7_3_84,{}
3867,2.A.7.3.85,Bacteria,,Uncharacterized protein of 148 aas and 5 TMSs.,Uncharacterized protein of 148 aas and 5 TMSs.,{'uptake'},,,,{},{},R_2_A_7_3_85,{}
3868,2.A.7.3.86,Bacteria,Candidatus Beckwithbacteria,Uncharacterized protein of 300 aas and 10 TMSs,Uncharacterized protein of 300 aas and 10 TMSs,{'uptake'},,,,{},{},R_2_A_7_3_86,{}
3869,2.A.7.3.87,Bacteria,Bacillota,Triose-P (PEP; glycerate-3-P and glycerate-2-P) of 302 aas and 10 TMSs .,Triose-P (PEP; glycerate-3-P and glycerate-2-P) of 302 aas and 10 TMSs .,{'uptake'},,,,{'8147': 'phosphoenolpyruvate'},{'8147': {'pep'}},R_2_A_7_3_87,{'8147': set()}
3870,2.A.7.5.1,Bacteria,Bacillota,"Glucose uptake permease, GlcU","Glucose uptake permease, GlcU",{'uptake'},,,,{'5418': 'glucose'},{'5418': {'glc__D'}},R_2_A_7_5_1,{'5418': set()}
3871,2.A.7.5.2,Bacteria,Bacillota,"Probable ribose transporter, RbsU","Probable ribose transporter, RbsU",{'uptake'},,,,{'10410': 'beta-D-ribopyranose'},{'10410': set()},R_2_A_7_5_2,{'10410': set()}
3872,2.A.7.5.3,Bacteria,Bacillota,"Glucose:H+ symporter, GlcU (YxfA) (high specificity, low affinity) (Castro et al., 2009)","Glucose:H+ symporter, GlcU (YxfA) (high specificity, low affinity) (Castro et al., 2009). The effect of glucose stress on metabolic adaptation of Lactococcus lactis revealed that glucose stress up-regulated organic acid transport but down-regulated amino acid transport, resulted in a decrease in nitrogen metabolism (Qi et al. 2020).",{'uptake'},,,,"{'5584': 'hydron', '5418': 'glucose'}","{'5584': {'h'}, '5418': {'glc__D'}}",R_2_A_7_5_3,"{'5584': set(), '5418': set()}"
3873,2.A.7.5.4,Bacteria,Bacillota,"Glucose permease, GlcU (also called YcxE)","Glucose permease, GlcU (also called YcxE). (Fiegler et al., 1999) (similar to 2.A.7.5.1).",{'uptake'},,,,{'4167': 'D-glucopyranose'},{'4167': {'glc__D'}},R_2_A_7_5_4,{'4167': set()}
3874,2.A.7.5.5,Bacteria,Bacillota,"The glucose uptake porter of 285 aas, GlcU (Aké et al","The glucose uptake porter of 285 aas, GlcU (Aké et al. 2011).",{'uptake'},,,,{'5418': 'glucose'},{'5418': {'glc__D'}},R_2_A_7_5_5,{'5418': set()}
3875,2.A.7.6.1,Bacteria,Pseudomonadota,"Rhamnose:H+ symporter, RhaT (Garcia-Martin et al","Rhamnose:H+ symporter, RhaT (Garcia-Martin et al. 1992) of 344 aas and 10 TMSs in a 5 + 5 TMS arrangement (Tate and Henderson 1993).  IT belongs to the TMEM144 family. Transcriptional regulation of rhaT is due to the RhaS activator, and L-rhamnose, L-lyxose and L-mannose activate (Vía et al. 1996).",{'uptake'},,,,"{'5584': 'hydron', '45460': 'alpha-L-rhamnopyranose'}","{'5584': {'h'}, '45460': set()}",R_2_A_7_6_1,"{'5584': set(), '45460': set()}"
3876,2.A.7.6.2,Bacteria,Planctomycetota,"L-rhamnose-proton symporter, RhaT, of 340 aas and 10 TMSs","L-rhamnose-proton symporter, RhaT, of 340 aas and 10 TMSs",{'uptake'},,,,"{'5584': 'hydron', '16055': 'aldehydo-L-rhamnose'}","{'5584': {'h'}, '16055': set()}",R_2_A_7_6_2,"{'5584': set(), '16055': set()}"
3877,2.A.7.6.3,Bacteria,Bacteroidota,"L-rhamnose-proton symport protein, RhaT, of 337 aas and 10 TMSs","L-rhamnose-proton symport protein, RhaT, of 337 aas and 10 TMSs",{'uptake'},,,,"{'5584': 'hydron', '16055': 'aldehydo-L-rhamnose'}","{'5584': {'h'}, '16055': set()}",R_2_A_7_6_3,"{'5584': set(), '16055': set()}"
3878,2.A.7.7.1,Bacteria,Pseudomonadota,"The chloramphenicol-sensitive protein, RarD","The chloramphenicol-sensitive protein, RarD",{'uptake'},,,,{},{},R_2_A_7_7_1,{}
3879,2.A.7.7.2,Bacteria,Pseudomonadota,Protein RarD,Protein RarD.  Involved in antibiotic resistance (Carruthers et al. 2010).,{'uptake'},,,,{'3603': 'chloramphenicol'},{'3603': {'cm'}},R_2_A_7_7_2,{'3603': set()}
3880,2.A.7.7.3,Bacteria,Pseudomonadota,Uncharacterized transporter HI_0680,Uncharacterized transporter HI_0680,{'uptake'},,,,{},{},R_2_A_7_7_3,{}
3881,2.A.7.17.1,Bacteria,Pseudomonadota,"Aromatic amino acid exporter (exports Phe, Tyr, Trp, and their toxic analogues (Doroshenko et al., 2007))","Aromatic amino acid exporter (exports Phe, Tyr, Trp, and their toxic analogues (Doroshenko et al., 2007)). Also called the paraquat (methyl viologen) exporter, YddG (also exports benzyl viologen and possibly L-alanine; Hori et al., 2011). The topology of YddG has been shown to be 10 TMSs with N- and C- termini on the inside (Airich et al., 2010).",{'secretion'},,,,"{'8089': 'phenylalanine', '9769': 'tryptophan', '9800': 'tyrosine'}","{'8089': {'phe__L'}, '9769': {'trp__L'}, '9800': {'tyr__L'}}",R_2_A_7_17_1,"{'8089': set(), '9769': set(), '9800': set()}"
